,market_ticker,end_period_ts,mean_dollars,previous_dollars,open_interest_fp,volume_fp,open_dollars,close_dollars,high_dollars,low_dollars,ask_close_dollars,bid_close_dollars,ask_high_dollars,bid_high_dollars,ask_low_dollars,bid_low_dollars,ask_open_dollars,bid_open_dollars,price,yes_ask,yes_bid
14309,KXMLBGAME-26MAR271915KCATL-KC,1774645200,0.44,0.44,67218.00,5055.00,0.44,0.44,0.44,0.43,0.44,0.43,0.44,0.43,0.44,0.43,0.44,0.43,"{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4300', 'mean_dollars': '0.4400', 'open_dollars': '0.4400', 'previous_dollars': '0.4400'}","{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4400', 'open_dollars': '0.4400'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}"
14310,KXMLBGAME-26MAR271915KCATL-KC,1774648800,0.44,0.44,71091.00,3873.00,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.43,0.44,0.43,0.44,0.43,"{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4400', 'mean_dollars': '0.4400', 'open_dollars': '0.4400', 'previous_dollars': '0.4400'}","{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4400', 'open_dollars': '0.4400'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}"
14311,KXMLBGAME-26MAR271915KCATL-KC,1774652400,0.4457,0.44,84938.00,19563.00,0.44,0.45,0.45,0.43,0.45,0.43,0.45,0.44,0.44,0.43,0.44,0.43,"{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4300', 'mean_dollars': '0.4457', 'open_dollars': '0.4400', 'previous_dollars': '0.4400'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4400', 'open_dollars': '0.4400'}","{'close_dollars': '0.4300', 'high_dollars': '0.4400', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}"
14312,KXMLBGAME-26MAR271915KCATL-KC,1774656000,0.392,0.45,227884.00,155889.00,0.44,0.31,0.48,0.26,0.32,0.29,0.49,0.47,0.28,0.26,0.45,0.43,"{'close_dollars': '0.3100', 'high_dollars': '0.4800', 'low_dollars': '0.2600', 'mean_dollars': '0.3920', 'open_dollars': '0.4400', 'previous_dollars': '0.4500'}","{'close_dollars': '0.3200', 'high_dollars': '0.4900', 'low_dollars': '0.2800', 'open_dollars': '0.4500'}","{'close_dollars': '0.2900', 'high_dollars': '0.4700', 'low_dollars': '0.2600', 'open_dollars': '0.4300'}"
14313,KXMLBGAME-26MAR271915KCATL-KC,1774659600,0.1373,0.31,246291.00,50700.00,0.33,0.05,0.33,0.03,0.05,0.04,0.33,0.31,0.05,0.03,0.32,0.29,"{'close_dollars': '0.0500', 'high_dollars': '0.3300', 'low_dollars': '0.0300', 'mean_dollars': '0.1373', 'open_dollars': '0.3300', 'previous_dollars': '0.3100'}","{'close_dollars': '0.0500', 'high_dollars': '0.3300', 'low_dollars': '0.0500', 'open_dollars': '0.3200'}","{'close_dollars': '0.0400', 'high_dollars': '0.3100', 'low_dollars': '0.0300', 'open_dollars': '0.2900'}"
14314,KXMLBGAME-26MAR271915KCATL-KC,1774663200,0.0277,0.05,267982.00,36996.00,0.04,0.01,0.06,0.01,0.01,0.0,0.06,0.04,0.01,0.0,0.05,0.04,"{'close_dollars': '0.0100', 'high_dollars': '0.0600', 'low_dollars': '0.0100', 'mean_dollars': '0.0277', 'open_dollars': '0.0400', 'previous_dollars': '0.0500'}","{'close_dollars': '0.0100', 'high_dollars': '0.0600', 'low_dollars': '0.0100', 'open_dollars': '0.0500'}","{'close_dollars': '0.0000', 'high_dollars': '0.0400', 'low_dollars': '0.0000', 'open_dollars': '0.0400'}"
14315,KXMLBGAME-26MAR271915KCATL-KC,1774666800,,0.01,267982.00,0.00,,,,,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,{'previous_dollars': '0.0100'},"{'close_dollars': '0.0100', 'high_dollars': '0.0100', 'low_dollars': '0.0100', 'open_dollars': '0.0100'}","{'close_dollars': '0.0000', 'high_dollars': '0.0000', 'low_dollars': '0.0000', 'open_dollars': '0.0000'}"
14316,KXMLBGAME-26MAR271915KCATL-ATL,1774634400,0.568,0.58,134277.00,28163.00,0.58,0.57,0.58,0.56,0.57,0.56,0.58,0.57,0.57,0.56,0.58,0.57,"{'close_dollars': '0.5700', 'high_dollars': '0.5800', 'low_dollars': '0.5600', 'mean_dollars': '0.5680', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'open_dollars': '0.5800'}","{'close_dollars': '0.5600', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'open_dollars': '0.5700'}"
14317,KXMLBGAME-26MAR271915KCATL-ATL,1774638000,0.57,0.57,141342.00,7097.00,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,"{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'mean_dollars': '0.5700', 'open_dollars': '0.5700', 'previous_dollars': '0.5700'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}","{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5600', 'open_dollars': '0.5600'}"
14318,KXMLBGAME-26MAR271915KCATL-ATL,1774641600,0.57,0.57,153986.00,18494.00,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,"{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'mean_dollars': '0.5700', 'open_dollars': '0.5700', 'previous_dollars': '0.5700'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}","{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5600', 'open_dollars': '0.5600'}"
14319,KXMLBGAME-26MAR271915KCATL-ATL,1774645200,0.5698,0.57,166778.00,13606.00,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,"{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'mean_dollars': '0.5698', 'open_dollars': '0.5700', 'previous_dollars': '0.5700'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}","{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5600', 'open_dollars': '0.5600'}"
14320,KXMLBGAME-26MAR271915KCATL-ATL,1774648800,0.5699,0.57,192525.00,26242.00,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,"{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'mean_dollars': '0.5699', 'open_dollars': '0.5700', 'previous_dollars': '0.5700'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}","{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5600', 'open_dollars': '0.5600'}"
14321,KXMLBGAME-26MAR271915KCATL-ATL,1774652400,0.5699,0.57,295655.00,103838.00,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,0.57,0.56,"{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'mean_dollars': '0.5699', 'open_dollars': '0.5700', 'previous_dollars': '0.5700'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}","{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5600', 'open_dollars': '0.5600'}"
14322,KXMLBGAME-26MAR271915KCATL-ATL,1774656000,0.6217,0.57,464485.00,192369.00,0.56,0.7,0.78,0.53,0.7,0.68,0.79,0.73,0.54,0.53,0.57,0.56,"{'close_dollars': '0.7000', 'high_dollars': '0.7800', 'low_dollars': '0.5300', 'mean_dollars': '0.6217', 'open_dollars': '0.5600', 'previous_dollars': '0.5700'}","{'close_dollars': '0.7000', 'high_dollars': '0.7900', 'low_dollars': '0.5400', 'open_dollars': '0.5700'}","{'close_dollars': '0.6800', 'high_dollars': '0.7300', 'low_dollars': '0.5300', 'open_dollars': '0.5600'}"
14323,KXMLBGAME-26MAR271915KCATL-ATL,1774659600,0.8849,0.7,490375.00,117351.00,0.69,0.97,0.97,0.68,0.97,0.96,0.97,0.96,0.69,0.67,0.7,0.68,"{'close_dollars': '0.9700', 'high_dollars': '0.9700', 'low_dollars': '0.6800', 'mean_dollars': '0.8849', 'open_dollars': '0.6900', 'previous_dollars': '0.7000'}","{'close_dollars': '0.9700', 'high_dollars': '0.9700', 'low_dollars': '0.6900', 'open_dollars': '0.7000'}","{'close_dollars': '0.9600', 'high_dollars': '0.9600', 'low_dollars': '0.6700', 'open_dollars': '0.6800'}"
14324,KXMLBGAME-26MAR271915KCATL-ATL,1774663200,0.9767,0.97,493097.00,85887.00,0.96,0.99,0.99,0.94,1.0,0.99,1.0,0.99,0.96,0.94,0.97,0.96,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.9400', 'mean_dollars': '0.9767', 'open_dollars': '0.9600', 'previous_dollars': '0.9700'}","{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '0.9600', 'open_dollars': '0.9700'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.9400', 'open_dollars': '0.9600'}"
14325,KXMLBGAME-26MAR271915KCATL-ATL,1774666800,,0.99,493097.00,0.00,,,,,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.99,{'previous_dollars': '0.9900'},"{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '1.0000', 'open_dollars': '1.0000'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.9900', 'open_dollars': '0.9900'}"
14326,KXMLBGAME-26MAR262210CLESEA-SEA,1774558800,0.6308,0.63,53060.00,4663.00,0.63,0.64,0.64,0.62,0.64,0.62,0.64,0.62,0.63,0.62,0.63,0.62,"{'close_dollars': '0.6400', 'high_dollars': '0.6400', 'low_dollars': '0.6200', 'mean_dollars': '0.6308', 'open_dollars': '0.6300', 'previous_dollars': '0.6300'}","{'close_dollars': '0.6400', 'high_dollars': '0.6400', 'low_dollars': '0.6300', 'open_dollars': '0.6300'}","{'close_dollars': '0.6200', 'high_dollars': '0.6200', 'low_dollars': '0.6200', 'open_dollars': '0.6200'}"
14327,KXMLBGAME-26MAR262210CLESEA-SEA,1774562400,0.6369,0.64,66111.00,14120.00,0.62,0.64,0.64,0.62,0.64,0.63,0.64,0.63,0.63,0.62,0.64,0.62,"{'close_dollars': '0.6400', 'high_dollars': '0.6400', 'low_dollars': '0.6200', 'mean_dollars': '0.6369', 'open_dollars': '0.6200', 'previous_dollars': '0.6400'}","{'close_dollars': '0.6400', 'high_dollars': '0.6400', 'low_dollars': '0.6300', 'open_dollars': '0.6400'}","{'close_dollars': '0.6300', 'high_dollars': '0.6300', 'low_dollars': '0.6200', 'open_dollars': '0.6200'}"
14328,KXMLBGAME-26MAR262210CLESEA-SEA,1774566000,0.6399,0.64,80944.00,14960.00,0.64,0.64,0.64,0.62,0.64,0.62,0.64,0.63,0.64,0.62,0.64,0.63,"{'close_dollars': '0.6400', 'high_dollars': '0.6400', 'low_dollars': '0.6200', 'mean_dollars': '0.6399', 'open_dollars': '0.6400', 'previous_dollars': '0.6400'}","{'close_dollars': '0.6400', 'high_dollars': '0.6400', 'low_dollars': '0.6400', 'open_dollars': '0.6400'}","{'close_dollars': '0.6200', 'high_dollars': '0.6300', 'low_dollars': '0.6200', 'open_dollars': '0.6300'}"
14329,KXMLBGAME-26MAR262210CLESEA-SEA,1774569600,0.6385,0.64,144723.00,64041.00,0.62,0.63,0.64,0.62,0.63,0.62,0.64,0.63,0.63,0.62,0.64,0.62,"{'close_dollars': '0.6300', 'high_dollars': '0.6400', 'low_dollars': '0.6200', 'mean_dollars': '0.6385', 'open_dollars': '0.6200', 'previous_dollars': '0.6400'}","{'close_dollars': '0.6300', 'high_dollars': '0.6400', 'low_dollars': '0.6300', 'open_dollars': '0.6400'}","{'close_dollars': '0.6200', 'high_dollars': '0.6300', 'low_dollars': '0.6200', 'open_dollars': '0.6200'}"
14330,KXMLBGAME-26MAR262210CLESEA-SEA,1774573200,0.6298,0.63,169222.00,25186.00,0.63,0.63,0.63,0.62,0.63,0.62,0.63,0.62,0.63,0.62,0.63,0.62,"{'close_dollars': '0.6300', 'high_dollars': '0.6300', 'low_dollars': '0.6200', 'mean_dollars': '0.6298', 'open_dollars': '0.6300', 'previous_dollars': '0.6300'}","{'close_dollars': '0.6300', 'high_dollars': '0.6300', 'low_dollars': '0.6300', 'open_dollars': '0.6300'}","{'close_dollars': '0.6200', 'high_dollars': '0.6200', 'low_dollars': '0.6200', 'open_dollars': '0.6200'}"
14331,KXMLBGAME-26MAR262210CLESEA-SEA,1774576800,0.6309,0.63,268171.00,100180.00,0.63,0.63,0.64,0.62,0.64,0.63,0.64,0.63,0.63,0.62,0.63,0.62,"{'close_dollars': '0.6300', 'high_dollars': '0.6400', 'low_dollars': '0.6200', 'mean_dollars': '0.6309', 'open_dollars': '0.6300', 'previous_dollars': '0.6300'}","{'close_dollars': '0.6400', 'high_dollars': '0.6400', 'low_dollars': '0.6300', 'open_dollars': '0.6300'}","{'close_dollars': '0.6300', 'high_dollars': '0.6300', 'low_dollars': '0.6200', 'open_dollars': '0.6200'}"
14332,KXMLBGAME-26MAR262210CLESEA-SEA,1774580400,0.6447,0.63,449338.00,236755.00,0.64,0.73,0.77,0.54,0.73,0.71,0.78,0.77,0.54,0.51,0.64,0.63,"{'close_dollars': '0.7300', 'high_dollars': '0.7700', 'low_dollars': '0.5400', 'mean_dollars': '0.6447', 'open_dollars': '0.6400', 'previous_dollars': '0.6300'}","{'close_dollars': '0.7300', 'high_dollars': '0.7800', 'low_dollars': '0.5400', 'open_dollars': '0.6400'}","{'close_dollars': '0.7100', 'high_dollars': '0.7700', 'low_dollars': '0.5100', 'open_dollars': '0.6300'}"
14333,KXMLBGAME-26MAR262210CLESEA-SEA,1774584000,0.591,0.73,817495.00,546557.00,0.73,0.56,0.79,0.37,0.56,0.55,0.79,0.78,0.37,0.35,0.73,0.71,"{'close_dollars': '0.5600', 'high_dollars': '0.7900', 'low_dollars': '0.3700', 'mean_dollars': '0.5910', 'open_dollars': '0.7300', 'previous_dollars': '0.7300'}","{'close_dollars': '0.5600', 'high_dollars': '0.7900', 'low_dollars': '0.3700', 'open_dollars': '0.7300'}","{'close_dollars': '0.5500', 'high_dollars': '0.7800', 'low_dollars': '0.3500', 'open_dollars': '0.7100'}"
14334,KXMLBGAME-26MAR262210CLESEA-SEA,1774587600,0.2452,0.56,1430988.00,1093124.00,0.55,0.01,0.61,0.01,0.01,0.0,0.61,0.6,0.01,0.0,0.56,0.55,"{'close_dollars': '0.0100', 'high_dollars': '0.6100', 'low_dollars': '0.0100', 'mean_dollars': '0.2452', 'open_dollars': '0.5500', 'previous_dollars': '0.5600'}","{'close_dollars': '0.0100', 'high_dollars': '0.6100', 'low_dollars': '0.0100', 'open_dollars': '0.5600'}","{'close_dollars': '0.0000', 'high_dollars': '0.6000', 'low_dollars': '0.0000', 'open_dollars': '0.5500'}"
14335,KXMLBGAME-26MAR262210CLESEA-SEA,1774591200,,0.01,1430988.00,0.00,,,,,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,{'previous_dollars': '0.0100'},"{'close_dollars': '0.0100', 'high_dollars': '0.0100', 'low_dollars': '0.0100', 'open_dollars': '0.0100'}","{'close_dollars': '0.0000', 'high_dollars': '0.0000', 'low_dollars': '0.0000', 'open_dollars': '0.0000'}"
14336,KXMLBGAME-26MAR262210CLESEA-CLE,1774558800,0.3799,0.38,15737.00,2226.00,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,"{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3700', 'mean_dollars': '0.3799', 'open_dollars': '0.3800', 'previous_dollars': '0.3800'}","{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3800', 'open_dollars': '0.3800'}","{'close_dollars': '0.3700', 'high_dollars': '0.3700', 'low_dollars': '0.3700', 'open_dollars': '0.3700'}"
14337,KXMLBGAME-26MAR262210CLESEA-CLE,1774562400,0.3796,0.38,19224.00,3575.00,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,"{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3700', 'mean_dollars': '0.3796', 'open_dollars': '0.3800', 'previous_dollars': '0.3800'}","{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3800', 'open_dollars': '0.3800'}","{'close_dollars': '0.3700', 'high_dollars': '0.3700', 'low_dollars': '0.3700', 'open_dollars': '0.3700'}"
14338,KXMLBGAME-26MAR262210CLESEA-CLE,1774566000,0.3797,0.38,37066.00,18294.00,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,"{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3700', 'mean_dollars': '0.3797', 'open_dollars': '0.3800', 'previous_dollars': '0.3800'}","{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3800', 'open_dollars': '0.3800'}","{'close_dollars': '0.3700', 'high_dollars': '0.3700', 'low_dollars': '0.3700', 'open_dollars': '0.3700'}"
14339,KXMLBGAME-26MAR262210CLESEA-CLE,1774569600,0.3799,0.38,45332.00,8370.00,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,"{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3700', 'mean_dollars': '0.3799', 'open_dollars': '0.3800', 'previous_dollars': '0.3800'}","{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3800', 'open_dollars': '0.3800'}","{'close_dollars': '0.3700', 'high_dollars': '0.3700', 'low_dollars': '0.3700', 'open_dollars': '0.3700'}"
14340,KXMLBGAME-26MAR262210CLESEA-CLE,1774573200,0.3799,0.38,52019.00,6729.00,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,"{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3700', 'mean_dollars': '0.3799', 'open_dollars': '0.3800', 'previous_dollars': '0.3800'}","{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3800', 'open_dollars': '0.3800'}","{'close_dollars': '0.3700', 'high_dollars': '0.3700', 'low_dollars': '0.3700', 'open_dollars': '0.3700'}"
14341,KXMLBGAME-26MAR262210CLESEA-CLE,1774576800,0.38,0.38,92182.00,40325.00,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,"{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3700', 'mean_dollars': '0.3800', 'open_dollars': '0.3800', 'previous_dollars': '0.3800'}","{'close_dollars': '0.3800', 'high_dollars': '0.3800', 'low_dollars': '0.3800', 'open_dollars': '0.3800'}","{'close_dollars': '0.3700', 'high_dollars': '0.3700', 'low_dollars': '0.3700', 'open_dollars': '0.3700'}"
14342,KXMLBGAME-26MAR262210CLESEA-CLE,1774580400,0.3651,0.38,491686.00,462999.00,0.38,0.29,0.48,0.23,0.29,0.27,0.48,0.47,0.23,0.22,0.38,0.37,"{'close_dollars': '0.2900', 'high_dollars': '0.4800', 'low_dollars': '0.2300', 'mean_dollars': '0.3651', 'open_dollars': '0.3800', 'previous_dollars': '0.3800'}","{'close_dollars': '0.2900', 'high_dollars': '0.4800', 'low_dollars': '0.2300', 'open_dollars': '0.3800'}","{'close_dollars': '0.2700', 'high_dollars': '0.4700', 'low_dollars': '0.2200', 'open_dollars': '0.3700'}"
14343,KXMLBGAME-26MAR262210CLESEA-CLE,1774584000,0.4049,0.29,919166.00,591710.00,0.29,0.46,0.62,0.22,0.46,0.44,0.63,0.61,0.22,0.2,0.29,0.27,"{'close_dollars': '0.4600', 'high_dollars': '0.6200', 'low_dollars': '0.2200', 'mean_dollars': '0.4049', 'open_dollars': '0.2900', 'previous_dollars': '0.2900'}","{'close_dollars': '0.4600', 'high_dollars': '0.6300', 'low_dollars': '0.2200', 'open_dollars': '0.2900'}","{'close_dollars': '0.4400', 'high_dollars': '0.6100', 'low_dollars': '0.2000', 'open_dollars': '0.2700'}"
14344,KXMLBGAME-26MAR262210CLESEA-CLE,1774587600,0.8057,0.46,1361971.00,1218064.00,0.45,0.99,0.99,0.4,1.0,0.99,1.0,0.99,0.41,0.39,0.46,0.44,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.4000', 'mean_dollars': '0.8057', 'open_dollars': '0.4500', 'previous_dollars': '0.4600'}","{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '0.4100', 'open_dollars': '0.4600'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.3900', 'open_dollars': '0.4400'}"
14345,KXMLBGAME-26MAR262210CLESEA-CLE,1774591200,,0.99,1361971.00,0.00,,,,,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.99,{'previous_dollars': '0.9900'},"{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '1.0000', 'open_dollars': '1.0000'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.9900', 'open_dollars': '0.9900'}"
14346,KXMLBGAME-26MAR262030AZLAD-LAD,1774551600,0.7151,0.71,152636.00,15837.00,0.71,0.72,0.72,0.71,0.72,0.71,0.72,0.71,0.71,0.7,0.71,0.7,"{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7100', 'mean_dollars': '0.7151', 'open_dollars': '0.7100', 'previous_dollars': '0.7100'}","{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7100', 'open_dollars': '0.7100'}","{'close_dollars': '0.7100', 'high_dollars': '0.7100', 'low_dollars': '0.7000', 'open_dollars': '0.7000'}"
14347,KXMLBGAME-26MAR262030AZLAD-LAD,1774555200,0.719,0.72,174893.00,28093.00,0.72,0.72,0.72,0.71,0.72,0.71,0.72,0.71,0.72,0.71,0.72,0.71,"{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7100', 'mean_dollars': '0.7190', 'open_dollars': '0.7200', 'previous_dollars': '0.7200'}","{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7200', 'open_dollars': '0.7200'}","{'close_dollars': '0.7100', 'high_dollars': '0.7100', 'low_dollars': '0.7100', 'open_dollars': '0.7100'}"
14348,KXMLBGAME-26MAR262030AZLAD-LAD,1774558800,0.7154,0.72,207345.00,33274.00,0.72,0.72,0.72,0.7,0.72,0.7,0.72,0.71,0.71,0.7,0.72,0.71,"{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7000', 'mean_dollars': '0.7154', 'open_dollars': '0.7200', 'previous_dollars': '0.7200'}","{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7100', 'open_dollars': '0.7200'}","{'close_dollars': '0.7000', 'high_dollars': '0.7100', 'low_dollars': '0.7000', 'open_dollars': '0.7100'}"
14349,KXMLBGAME-26MAR262030AZLAD-LAD,1774562400,0.7185,0.72,269913.00,63151.00,0.72,0.72,0.72,0.7,0.72,0.71,0.72,0.71,0.71,0.7,0.72,0.7,"{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7000', 'mean_dollars': '0.7185', 'open_dollars': '0.7200', 'previous_dollars': '0.7200'}","{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7100', 'open_dollars': '0.7200'}","{'close_dollars': '0.7100', 'high_dollars': '0.7100', 'low_dollars': '0.7000', 'open_dollars': '0.7000'}"
14350,KXMLBGAME-26MAR262030AZLAD-LAD,1774566000,0.7199,0.72,357642.00,88501.00,0.72,0.72,0.72,0.71,0.72,0.71,0.72,0.71,0.72,0.71,0.72,0.71,"{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7100', 'mean_dollars': '0.7199', 'open_dollars': '0.7200', 'previous_dollars': '0.7200'}","{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7200', 'open_dollars': '0.7200'}","{'close_dollars': '0.7100', 'high_dollars': '0.7100', 'low_dollars': '0.7100', 'open_dollars': '0.7100'}"
14351,KXMLBGAME-26MAR262030AZLAD-LAD,1774569600,0.7199,0.72,563939.00,207622.00,0.71,0.72,0.72,0.71,0.72,0.71,0.72,0.71,0.72,0.71,0.72,0.71,"{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7100', 'mean_dollars': '0.7199', 'open_dollars': '0.7100', 'previous_dollars': '0.7200'}","{'close_dollars': '0.7200', 'high_dollars': '0.7200', 'low_dollars': '0.7200', 'open_dollars': '0.7200'}","{'close_dollars': '0.7100', 'high_dollars': '0.7100', 'low_dollars': '0.7100', 'open_dollars': '0.7100'}"
14352,KXMLBGAME-26MAR262030AZLAD-LAD,1774573200,0.7302,0.72,791796.00,233590.00,0.72,0.73,0.8,0.69,0.73,0.71,0.8,0.78,0.71,0.69,0.72,0.71,"{'close_dollars': '0.7300', 'high_dollars': '0.8000', 'low_dollars': '0.6900', 'mean_dollars': '0.7302', 'open_dollars': '0.7200', 'previous_dollars': '0.7200'}","{'close_dollars': '0.7300', 'high_dollars': '0.8000', 'low_dollars': '0.7100', 'open_dollars': '0.7200'}","{'close_dollars': '0.7100', 'high_dollars': '0.7800', 'low_dollars': '0.6900', 'open_dollars': '0.7100'}"
14353,KXMLBGAME-26MAR262030AZLAD-LAD,1774576800,0.558,0.73,1372664.00,840156.00,0.73,0.82,0.89,0.36,0.82,0.81,0.89,0.88,0.38,0.34,0.73,0.71,"{'close_dollars': '0.8200', 'high_dollars': '0.8900', 'low_dollars': '0.3600', 'mean_dollars': '0.5580', 'open_dollars': '0.7300', 'previous_dollars': '0.7300'}","{'close_dollars': '0.8200', 'high_dollars': '0.8900', 'low_dollars': '0.3800', 'open_dollars': '0.7300'}","{'close_dollars': '0.8100', 'high_dollars': '0.8800', 'low_dollars': '0.3400', 'open_dollars': '0.7100'}"
14354,KXMLBGAME-26MAR262030AZLAD-LAD,1774580400,0.9302,0.82,1459704.00,540488.00,0.82,0.99,0.99,0.81,1.0,0.99,1.0,0.99,0.82,0.8,0.82,0.81,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.8100', 'mean_dollars': '0.9302', 'open_dollars': '0.8200', 'previous_dollars': '0.8200'}","{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '0.8200', 'open_dollars': '0.8200'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.8000', 'open_dollars': '0.8100'}"
